ID,Gender,Occupation,CompanySize,HouseHold,Experience,Transportation,Remote,RecommendRemote,RemotePreffered,Productivity,Age,Sector,CompanyAllowChoice,CompanyCommonRemote,CompanySupportRemote,WorkingHoursDiff,PersonalHoursDiff,DomesticHoursDiff,CommuteHoursDiff,BiggestChallenge,BiggestBenefit
753,Female,Clerk,1-19,Single,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,56,Tertiary quinary,yes,yes,yes,0,0,50,50,Self management,Work-life balance
754,Male,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,45,Tertiary quaternary,no,yes,no,0,0,0,0,Company's policy,Professional
755,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,hard to say,Almost onsite,Dropped,49,Secondary,yes,yes,hard to say,-11.110000000000001,0,0,0,Motivation,Work-life balance
756,Female,Clerk,1-19,Couple,Between 6 and 12 months,Metro,Remote,hard to say,Hybrid,Same level,47,Tertiary quinary,hard to say,yes,hard to say,0,20,0,0,Motivation,Professional
758,Female,Clerk,200+,Other,More than 5 years,Metro,Remote,no,Hybrid,Increased,49,Tertiary quinary,yes,no,yes,0,66.67,0,0,Technical,Job satisfaction
759,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,54,Primary and Other,yes,yes,yes,0,-50,-50,-50,Caring,Work-life balance
760,Female,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,49,Tertiary quinary,no,no,no,25,100,20,20,Caring,Work-life balance
761,Female,Clerk,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,43,Tertiary quinary,no,yes,no,12.5,33.33,0,0,Technical,Mental wellbeing
762,Male,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,46,Tertiary quaternary,yes,yes,yes,0,33.33,0,0,Collaboration,Mental wellbeing
763,Female,Manager,200+,Other,More than 5 years,Regional,Hybrid,yes,Hybrid,Same level,43,Tertiary quinary,yes,yes,yes,0,0,0,0,Collaboration,Work-life balance
764,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Dropped,64,Tertiary quinary,yes,yes,yes,20,0,100,100,Technical,Work-life balance
765,Female,Professional,20-199,Couple,More than 5 years,Metro,Almost onsite,hard to say,Hybrid,Same level,56,Tertiary quinary,no,no,no,0,0,50,50,Company's policy,Job satisfaction
766,Female,Professional,20-199,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,62,Tertiary quinary,no,yes,no,0,80,0,0,Company's policy,Professional
767,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,54,Tertiary quaternary,yes,hard to say,yes,14.29,66.67,-20,-20,Collaboration,Work-life balance
769,Male,Professional,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Remote,Increased,61,Tertiary quaternary,no,yes,hard to say,6.67,33.33,0,0,Isolation,Professional
770,Male,Manager,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,59,Tertiary quinary,yes,yes,hard to say,0,0,0,0,Motivation,Less expenses
771,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,42,Tertiary quaternary,yes,yes,yes,20,-14.29,25,25,Collaboration,Work-life balance
772,Male,Professional,200+,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Tertiary quinary,hard to say,yes,yes,13.33,40,0,0,Collaboration,Job satisfaction
773,Male,Professional,200+,Single,More than 5 years,Metro,Hybrid,no,Hybrid,Dropped,36,Tertiary quaternary,yes,yes,yes,0,0,0,0,Isolation,Less expenses
774,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,no,Almost onsite,Dropped,32,Tertiary quaternary,hard to say,yes,no,14.29,100,0,0,Collaboration,Professional
775,Female,Clerk,1-19,Couple,More than 5 years,Regional,Remote,yes,Remote,Same level,31,Tertiary quinary,yes,yes,yes,0,100,100,100,Technical,Work-life balance
776,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,34,Tertiary quinary,hard to say,yes,hard to say,0,11.110000000000001,50,50,Caring,Professional
777,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,52,Tertiary quinary,yes,yes,hard to say,11.110000000000001,-33.33,50,50,Technical,Work-life balance
778,Male,Professional,200+,Single,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Same level,33,Tertiary quaternary,hard to say,yes,hard to say,0,12.5,0,0,Technical,Work-life balance
779,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,39,Primary and Other,hard to say,hard to say,hard to say,0,0,0,0,Self management,Less expenses
780,Male,Manager,1-19,Couple+children,More than 5 years,Regional,Almost onsite,yes,Almost onsite,Dropped,54,Tertiary quinary,no,no,no,0,-25,100,100,Technical,Less expenses
781,Male,Other,200+,Couple,More than 5 years,Metro,Hybrid,no,Onsite,Dropped,49,Secondary,yes,yes,hard to say,0,0,0,0,Collaboration,Relationships
782,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,42,Tertiary quaternary,hard to say,yes,yes,0,33.33,0,0,Technical,Work-life balance
783,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,37,Tertiary quinary,no,hard to say,hard to say,0,20,33.33,33.33,Collaboration,Work-life balance
784,Male,Manager,200+,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,63,Tertiary quinary,no,yes,no,14.29,0,0,0,Collaboration,Professional
785,Male,Other,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,34,Tertiary quinary,yes,yes,yes,-25,100,50,50,Technical,Work-life balance
786,Female,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,36,Tertiary quinary,yes,yes,yes,11.110000000000001,0,0,0,Working conditions,Professional
787,Male,Professional,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,45,Tertiary quaternary,yes,yes,yes,100,100,-50,-50,Working conditions,Relationships
788,Female,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,59,Tertiary quaternary,hard to say,yes,yes,-6.67,33.33,0,0,Technical,Work-life balance
790,Male,Professional,20-199,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,55,Primary and Other,yes,yes,yes,14.29,0,0,0,Technical,Professional
791,Female,Other,20-199,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,38,Tertiary quaternary,no,yes,no,14.29,25,0,0,Isolation,Professional
792,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,hard to say,Hybrid,Same level,56,Tertiary quaternary,yes,yes,yes,5.56,-10,0,0,Collaboration,Work-life balance
793,Female,Manager,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Dropped,39,Tertiary quinary,yes,yes,yes,33.33,0,0,0,Caring,Work-life balance
794,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Increased,49,Primary and Other,no,no,hard to say,-11.110000000000001,33.33,0,0,Impossible tasks,Work-life balance
795,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Regional,Hybrid,hard to say,Hybrid,Increased,31,Tertiary quaternary,yes,hard to say,hard to say,0,-50,100,100,Technical,Work-life balance
796,Female,Manager,200+,Single,More than 5 years,Regional,Hybrid,hard to say,Hybrid,Same level,29,Tertiary quinary,no,yes,yes,0,0,0,0,Collaboration,Less expenses
797,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Remote,Same level,63,Secondary,yes,yes,yes,0,66.67,100,100,Technical,Job satisfaction
798,Male,Manager,20-199,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Almost onsite,Same level,46,Tertiary quaternary,yes,yes,hard to say,6.25,0,0,0,Technical,Professional
799,Female,Manager,1-19,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,29,Tertiary quaternary,hard to say,yes,hard to say,0,25,0,0,Technical,Work-life balance
800,Female,Professional,200+,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Remote,Increased,25,Tertiary quaternary,yes,yes,yes,25,100,100,100,Caring,Professional
801,Female,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,61,Tertiary quinary,yes,yes,hard to say,0,33.33,0,0,Isolation,Work-life balance
802,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,37,Tertiary quinary,yes,yes,yes,25,-33.33,0,0,Technical,Job satisfaction
803,Male,Professional,200+,Couple,More than 5 years,Regional,Remote,yes,Hybrid,Same level,32,Tertiary quinary,no,yes,no,0,33.33,100,100,Self management,Work-life balance
804,Female,Professional,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,27,Tertiary quaternary,yes,yes,no,0,100,100,100,Isolation,Professional
805,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Almost onsite,Dropped,47,Tertiary quinary,hard to say,hard to say,hard to say,0,0,0,0,Collaboration,Professional
806,Female,Other,1-19,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,45,Tertiary quinary,hard to say,yes,hard to say,12.5,-37.5,100,100,Technical,Mental wellbeing
807,Female,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,hard to say,Hybrid,Same level,28,Tertiary quaternary,yes,yes,yes,0,50,0,0,Collaboration,Professional
809,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Hybrid,hard to say,Onsite,Dropped,37,Tertiary quinary,hard to say,yes,hard to say,22.220000000000002,33.33,0,0,Technical,Professional
810,Male,Professional,20-199,Couple,Between 1 and 5 years,Metro,Almost onsite,hard to say,Hybrid,Increased,51,Tertiary quaternary,no,yes,hard to say,6.67,0,0,0,Working conditions,Professional
811,Male,Professional,200+,Single,Between 1 and 5 years,Regional,Remote,no,Almost onsite,Same level,35,Tertiary quinary,yes,no,yes,12.5,0,0,0,Collaboration,Professional
812,Male,Professional,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,38,Tertiary quaternary,hard to say,yes,yes,14.29,0,0,0,Self management,Work-life balance
813,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Same level,43,Tertiary quinary,yes,hard to say,yes,0,100,0,0,Isolation,Professional
814,Female,Clerk,20-199,Couple,More than 5 years,Metro,Almost onsite,hard to say,Almost onsite,Increased,54,Secondary,no,no,no,23.080000000000002,-99,0,0,Collaboration,Professional
815,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Almost onsite,Same level,47,Tertiary quinary,no,yes,no,0,100,0,0,Technical,Professional
818,Female,Other,1-19,Couple,More than 5 years,Regional,Almost onsite,yes,Hybrid,Increased,55,Tertiary quinary,no,hard to say,no,-16.669999999999998,0,0,0,Collaboration,Mental wellbeing
820,Female,Professional,1-19,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Same level,55,Tertiary quaternary,yes,yes,yes,-28.57,25,50,50,Caring,Mental wellbeing
821,Female,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,43,Tertiary quinary,yes,no,hard to say,0,50,-99,-99,Motivation,Relationships
822,Female,Professional,20-199,Couple,Between 1 and 5 years,Metro,Remote,no,Hybrid,Dropped,42,Tertiary quinary,yes,yes,yes,0,0,100,100,Isolation,Less expenses
823,Male,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,53,Tertiary quaternary,hard to say,yes,hard to say,12.5,33.33,-50,-50,Company's policy,Work-life balance
824,Female,Clerk,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,45,Primary and Other,yes,yes,yes,0,66.67,0,0,Isolation,Mental wellbeing
825,Female,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,50,Secondary,yes,yes,yes,25,0,0,0,Collaboration,Professional
826,Female,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,26,Tertiary quaternary,yes,yes,yes,0,0,0,0,Technical,Job satisfaction
827,Male,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,63,Tertiary quinary,yes,yes,yes,50,0,0,0,Isolation,Professional
828,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,54,Tertiary quinary,yes,yes,yes,12.5,0,0,0,Isolation,Job satisfaction
829,Female,Clerk,200+,Couple,More than 5 years,Regional,Remote,yes,Remote,Increased,52,Tertiary quinary,yes,yes,yes,0,0,0,0,Caring,Less expenses
830,Female,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,30,Tertiary quinary,hard to say,yes,yes,-16.669999999999998,-50,-50,-50,Technical,Work-life balance
831,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,45,Tertiary quinary,no,yes,no,12.5,0,0,0,Technical,Professional
832,Female,Clerk,1-19,Other,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,50,Tertiary quinary,no,yes,yes,-50,100,100,100,Isolation,Relationships
833,Female,Clerk,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,37,Tertiary quinary,yes,yes,yes,6.67,100,100,100,Technical,Work-life balance
834,Male,Other,20-199,Other,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,53,Tertiary quinary,hard to say,yes,hard to say,0,0,0,0,Company's policy,Work-life balance
835,Female,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Increased,43,Tertiary quinary,hard to say,yes,yes,25,100,0,0,Working conditions,Relationships
836,Male,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,44,Tertiary quaternary,yes,yes,no,-12.5,0,100,100,Isolation,Less expenses
837,Female,Professional,200+,Other,More than 5 years,Metro,Remote,yes,Remote,Increased,46,Tertiary quaternary,yes,yes,yes,13.33,100,0,0,Self management,Work-life balance
838,Male,Professional,1-19,Couple,Between 1 and 5 years,Regional,Hybrid,hard to say,Almost onsite,Dropped,60,Tertiary quaternary,hard to say,yes,hard to say,-25,100,100,100,Technical,Work-life balance
839,Male,Professional,1-19,Single,More than 5 years,Metro,Hybrid,no,Onsite,Dropped,33,Tertiary quinary,no,yes,no,-80,0,-50,-50,Collaboration,Work-life balance
840,Male,Other,1-19,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Almost onsite,Increased,35,Secondary,no,hard to say,no,100,100,100,100,Working conditions,Relationships
841,Female,Clerk,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Dropped,43,Tertiary quinary,hard to say,yes,hard to say,-6.67,0,33.33,33.33,Technical,Work-life balance
842,Male,Professional,20-199,Other,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,32,Tertiary quaternary,no,yes,hard to say,0,100,100,100,Isolation,Less expenses
843,Male,Manager,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,54,Tertiary quinary,yes,yes,yes,0,0,33.33,33.33,Technical,Work-life balance
844,Male,Professional,200+,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,34,Tertiary quaternary,hard to say,yes,hard to say,14.29,0,100,100,Isolation,Work-life balance
845,Female,Professional,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,56,Tertiary quaternary,hard to say,yes,hard to say,12.5,50,0,0,Motivation,Job satisfaction
846,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,44,Secondary,hard to say,yes,hard to say,12.5,0,0,0,Isolation,Work-life balance
848,Female,Professional,1-19,Couple+children,More than 5 years,Metro,Remote,yes,Remote,Same level,37,Tertiary quaternary,hard to say,yes,hard to say,100,100,100,100,Caring,Work-life balance
849,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,60,Tertiary quaternary,yes,yes,hard to say,0,0,0,0,Caring,Work-life balance
850,Male,Professional,20-199,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Dropped,45,Tertiary quaternary,yes,yes,yes,40,0,0,0,Working conditions,Less expenses
851,Male,Professional,200+,Couple,Between 6 and 12 months,Metro,Hybrid,yes,Hybrid,Dropped,38,Tertiary quinary,yes,yes,hard to say,0,25,0,0,Collaboration,Professional
852,Female,Clerk,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,43,Secondary,no,no,no,28.57,100,-50,-50,Company's policy,Work-life balance
853,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Hybrid,hard to say,Hybrid,Dropped,40,Tertiary quaternary,hard to say,hard to say,hard to say,-99,-99,-99,-99,Technical,Work-life balance
854,Female,Professional,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,62,Tertiary quaternary,yes,yes,yes,12.5,50,0,0,Technical,Work-life balance
855,Female,Clerk,1-19,Couple,More than 5 years,Regional,Remote,yes,Remote,Increased,57,Tertiary quinary,hard to say,yes,hard to say,100,-50,0,0,Isolation,Work-life balance
857,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,hard to say,Onsite,Increased,42,Tertiary quaternary,hard to say,hard to say,hard to say,25,0,0,0,Motivation,Less expenses
860,Male,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,49,Tertiary quaternary,yes,yes,yes,12.5,12.5,100,100,Isolation,Professional
861,Male,Manager,20-199,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,41,Tertiary quaternary,yes,yes,yes,0,100,-33.33,-33.33,Collaboration,Professional
862,Female,Professional,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,26,Tertiary quinary,yes,yes,yes,0,0,0,0,Technical,Less expenses
863,Female,Clerk,200+,Couple,More than 5 years,Metro,Hybrid,hard to say,Hybrid,Same level,43,Tertiary quinary,yes,hard to say,yes,0,0,0,0,Isolation,Professional
864,Male,Professional,20-199,Single,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,54,Tertiary quaternary,yes,yes,yes,5.56,0,-25,-25,Working conditions,Work-life balance
866,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,44,Tertiary quinary,yes,yes,yes,-16.669999999999998,50,0,0,Caring,Professional
867,Male,Professional,1-19,Couple+children,More than 5 years,Regional,Remote,yes,Hybrid,Dropped,53,Primary and Other,hard to say,yes,yes,80,0,-75,-75,Motivation,Work-life balance
868,Male,Clerk,200+,Other,More than 5 years,Metro,Remote,yes,Hybrid,Increased,53,Tertiary quinary,yes,yes,yes,0,0,-50,-50,Working conditions,Professional
869,Female,Manager,20-199,Couple,More than 5 years,Metro,Almost onsite,yes,Hybrid,Same level,31,Tertiary quinary,no,no,no,0,100,0,0,Collaboration,Relationships
870,Female,Manager,20-199,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,39,Secondary,no,yes,no,-11.110000000000001,100,-50,-50,Collaboration,Mental wellbeing
871,Male,Professional,200+,Other,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Increased,45,Tertiary quinary,yes,yes,yes,0,100,0,0,Isolation,Professional
872,Female,Manager,200+,Couple,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Increased,40,Tertiary quaternary,yes,yes,yes,0,50,0,0,Working conditions,Less expenses
874,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,41,Primary and Other,yes,yes,yes,0,0,0,0,Isolation,Work-life balance
875,Female,Professional,200+,Single,Between 1 and 5 years,Regional,Remote,yes,Hybrid,Increased,50,Tertiary quaternary,yes,yes,yes,14.29,100,0,0,Self management,Work-life balance
876,Male,Professional,1-19,Single,More than 5 years,Regional,Hybrid,hard to say,Onsite,Increased,59,Tertiary quinary,hard to say,yes,yes,14.29,33.33,0,0,Technical,Relationships
877,Male,Manager,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,44,Secondary,yes,yes,yes,0,50,100,100,Impossible tasks,Relationships
878,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,31,Secondary,yes,yes,yes,14.29,50,-25,-25,Collaboration,Work-life balance
879,Male,Professional,200+,Couple,More than 5 years,Metro,Hybrid,no,Onsite,Dropped,62,Tertiary quaternary,yes,yes,yes,-25,25,0,0,Collaboration,Work-life balance
880,Female,Professional,200+,Couple+children,More than 5 years,Regional,Remote,yes,Remote,Increased,53,Tertiary quinary,yes,yes,yes,6.67,-20,100,100,Isolation,Professional
881,Male,Professional,20-199,Couple+children,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,59,Tertiary quinary,no,yes,hard to say,20,50,0,0,Technical,Work-life balance
882,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Almost onsite,Same level,59,Tertiary quaternary,yes,yes,yes,12.5,0,0,0,Isolation,Professional
883,Male,Other,20-199,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Remote,Same level,53,Secondary,yes,yes,yes,0,100,33.33,33.33,Motivation,Work-life balance
885,Male,Manager,20-199,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,59,Tertiary quinary,no,yes,no,0,20,100,100,Technical,Professional
886,Female,Manager,200+,Other,More than 5 years,Metro,Almost onsite,yes,Hybrid,Dropped,53,Secondary,yes,yes,yes,0,25,0,0,Isolation,Job satisfaction
887,Male,Manager,200+,Couple+children,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,40,Secondary,yes,yes,yes,-6.25,12.5,0,0,Collaboration,Work-life balance
888,Female,Other,20-199,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,50,Tertiary quinary,no,yes,no,16.669999999999998,25,100,100,Technical,Mental wellbeing
889,Female,Professional,200+,Couple+children,More than 5 years,Regional,Remote,yes,Hybrid,Increased,42,Tertiary quinary,no,yes,no,0,100,0,0,Collaboration,Work-life balance
890,Female,Professional,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,52,Tertiary quinary,yes,yes,hard to say,11.110000000000001,33.33,100,100,Collaboration,Job satisfaction
891,Female,Manager,20-199,Other,Between 1 and 5 years,Metro,Remote,yes,Remote,Increased,62,Primary and Other,yes,yes,yes,12.5,0,0,0,Motivation,Relationships
892,Male,Clerk,20-199,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,26,Tertiary quinary,yes,yes,yes,22.220000000000002,100,50,50,Isolation,Professional
893,Male,Manager,200+,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,55,Tertiary quaternary,hard to say,yes,hard to say,0,0,0,0,Isolation,Work-life balance
894,Male,Other,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,42,Tertiary quaternary,yes,yes,hard to say,6.25,0,33.33,33.33,Technical,Less expenses
896,Male,Professional,200+,Couple,Between 6 and 12 months,Metro,Remote,yes,Hybrid,Increased,39,Tertiary quinary,yes,yes,yes,11.110000000000001,0,0,0,Technical,Work-life balance
898,Female,Professional,1-19,Couple+children,Between 1 and 5 years,Metro,Remote,hard to say,Hybrid,Same level,57,Tertiary quinary,yes,no,hard to say,0,-50,-50,-50,Collaboration,Job satisfaction
900,Male,Other,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,37,Tertiary quaternary,hard to say,yes,yes,0,11.110000000000001,0,0,Technical,Mental wellbeing
901,Male,Manager,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,51,Tertiary quaternary,yes,hard to say,yes,50,0,0,0,Isolation,Professional
902,Female,Clerk,200+,Couple,Between 1 and 5 years,Regional,Hybrid,yes,Hybrid,Increased,31,Tertiary quinary,hard to say,hard to say,hard to say,0,100,100,100,Isolation,Work-life balance
903,Male,Professional,200+,Couple+children,Between 1 and 5 years,Metro,Remote,yes,Hybrid,Same level,48,Tertiary quinary,yes,yes,yes,-6.67,100,0,0,Technical,Work-life balance
904,Male,Manager,200+,Couple,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,31,Tertiary quaternary,yes,yes,yes,0,20,100,100,Collaboration,Professional
905,Male,Professional,200+,Couple,More than 5 years,Metro,Remote,yes,Hybrid,Increased,63,Tertiary quaternary,yes,yes,yes,12.5,20,100,100,Technical,Professional
906,Female,Manager,200+,Couple+children,Between 6 and 12 months,Metro,Hybrid,yes,Almost onsite,Increased,42,Tertiary quaternary,yes,yes,yes,33.33,50,0,0,Technical,Work-life balance
908,Female,Manager,200+,Single,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Increased,33,Primary and Other,yes,yes,yes,0,100,100,100,Technical,Work-life balance
910,Male,Manager,1-19,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,47,Tertiary quinary,yes,yes,yes,-22.220000000000002,100,0,0,Working conditions,Work-life balance
911,Male,Professional,200+,Single,More than 5 years,Regional,Hybrid,yes,Hybrid,Increased,44,Tertiary quinary,hard to say,yes,no,25,0,-33.33,-33.33,Company's policy,Professional
914,Male,Other,200+,Couple+children,Between 1 and 5 years,Regional,Almost onsite,no,Onsite,Dropped,64,Tertiary quaternary,hard to say,yes,yes,0,0,0,0,Caring,Work-life balance
915,Male,Manager,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Increased,45,Secondary,hard to say,yes,hard to say,58.330000000000005,100,50,50,Isolation,Work-life balance
916,Male,Professional,200+,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Same level,50,Tertiary quaternary,no,yes,hard to say,16.669999999999998,0,0,0,Collaboration,Mental wellbeing
917,Male,Manager,1-19,Couple+children,Between 1 and 5 years,Metro,Almost onsite,yes,Hybrid,Dropped,46,Secondary,yes,yes,yes,0,0,0,0,Collaboration,Relationships
918,Male,Manager,200+,Couple,More than 5 years,Metro,Hybrid,yes,Hybrid,Dropped,52,Tertiary quinary,yes,yes,yes,0,66.67,0,0,Technical,Work-life balance
919,Male,Professional,20-199,Couple+children,More than 5 years,Regional,Almost onsite,yes,Hybrid,Increased,45,Tertiary quinary,no,no,no,0,50,0,0,Company's policy,Work-life balance
920,Female,Professional,20-199,Other,More than 5 years,Metro,Remote,yes,Hybrid,Increased,38,Tertiary quinary,no,hard to say,yes,0,100,100,100,Company's policy,Work-life balance
922,Female,Manager,1-19,Couple,Between 1 and 5 years,Metro,Hybrid,yes,Remote,Increased,48,Tertiary quaternary,hard to say,yes,hard to say,100,0,0,0,Caring,Relationships
923,Female,Other,20-199,Other,Between 1 and 5 years,Metro,Hybrid,yes,Hybrid,Same level,48,Tertiary quinary,no,no,no,-12.5,33.33,-33.33,-33.33,Company's policy,Work-life balance
924,Female,Clerk,1-19,Single,More than 5 years,Metro,Hybrid,yes,Hybrid,Increased,41,Primary and Other,no,no,no,0,-99,-99,-99,Working conditions,Work-life balance
925,Female,Professional,20-199,Couple+children,More than 5 years,Metro,Hybrid,no,Hybrid,Same level,42,Tertiary quaternary,no,no,no,33.33,50,0,0,Company's policy,Professional
926,Male,Professional,200+,Couple+children,More than 5 years,Metro,Remote,yes,Hybrid,Same level,46,Tertiary quaternary,yes,yes,hard to say,0,0,0,0,Isolation,Work-life balance
